knn_acc,knn_recall,svm_acc,svm_recall,mlp_acc,mlp_recall,nb_acc,nb_recall,dt_acc,dt_recall
0.998928571428571,0.416666666666667,0.999285714285714,0.833333333333333,0.99952380952381,0.75,0.99952380952381,0.833333333333333,1,1
0.999047619047619,0.5,0.999285714285714,0.833333333333333,0.999404761904762,0.666666666666667,0.99952380952381,0.833333333333333,1,1
0.999047619047619,0.5,0.999285714285714,0.833333333333333,0.999285714285714,0.666666666666667,0.99952380952381,0.833333333333333,1,1
0.998928571428571,0.416666666666667,0.999285714285714,0.833333333333333,0.99952380952381,0.833333333333333,0.99952380952381,0.833333333333333,1,1
0.999285714285714,0.583333333333333,0.999285714285714,0.833333333333333,0.99952380952381,0.75,0.99952380952381,0.833333333333333,1,1
0.999285714285714,0.666666666666667,0.999285714285714,0.833333333333333,0.998809523809524,0.583333333333333,0.99952380952381,0.833333333333333,1,1
0.999285714285714,0.583333333333333,0.999285714285714,0.833333333333333,0.999642857142857,0.833333333333333,0.99952380952381,0.833333333333333,1,1
0.999285714285714,0.666666666666667,0.999285714285714,0.833333333333333,0.999404761904762,0.833333333333333,0.99952380952381,0.833333333333333,1,1
0.999047619047619,0.5,0.999285714285714,0.833333333333333,0.99952380952381,0.75,0.99952380952381,0.833333333333333,1,1
0.999047619047619,0.5,0.999285714285714,0.833333333333333,0.99952380952381,0.833333333333333,0.99952380952381,0.833333333333333,1,1
,,,,,,,,,
0.999119047619048,0.533333333333333,0.999285714285714,0.833333333333333,0.999416666666667,0.75,0.99952380952381,0.833333333333333,1,1
