knn_acc,knn_recall,svm_acc,svm_recall,mlp_acc,mlp_recall,nb_acc,nb_recall,dt_acc,dt_recall
0.999660249150623,1,0.999886749716874,1,0.999433748584372,0.997737556561086,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999546998867497,1,0.999886749716874,1,0.999773499433749,1,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999546998867497,1,0.999886749716874,1,0.999886749716874,1,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999546998867497,1,0.999886749716874,1,0.999660249150623,1,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999546998867497,1,0.999886749716874,1,0.999773499433749,1,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999660249150623,1,0.999886749716874,1,0.999773499433749,0.997737556561086,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999546998867497,1,0.999886749716874,1,0.999546998867497,1,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999546998867497,1,0.999886749716874,1,0.999433748584372,0.997737556561086,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999546998867497,1,0.999886749716874,1,0.999546998867497,0.997737556561086,0.99445073612684,0.889140271493213,0.999886749716874,1
0.999660249150623,1,0.999886749716874,1,0.999773499433749,1,0.99445073612684,0.889140271493213,0.999886749716874,1
,,,,,,,,,
0.999580973952435,1,0.999886749716874,1,0.999660249150623,0.999095022624434,0.99445073612684,0.889140271493213,0.999886749716874,1
